"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"16.01.2019","421,00","424,45","426,90","420,00","3,09M","-0,79%"
"15.01.2019","424,35","428,60","431,35","421,30","2,86M","-0,83%"
"14.01.2019","427,90","434,05","434,05","424,85","2,36M","-1,54%"
"11.01.2019","434,60","432,00","435,30","430,20","2,84M","0,58%"
"10.01.2019","432,10","427,75","433,00","424,00","2,49M","1,03%"
"09.01.2019","427,70","425,00","428,90","425,00","2,41M","0,97%"
"08.01.2019","423,60","427,00","427,00","420,65","2,05M","-1,58%"
"04.01.2019","430,40","427,10","439,00","426,20","1,64M","1,07%"
"03.01.2019","425,85","429,15","429,80","422,40","1,53M","-1,54%"
"29.12.2018","432,50","426,70","432,50","421,40","940,94K","1,54%"
"28.12.2018","425,95","423,00","428,25","421,70","2,61M","1,30%"
"27.12.2018","420,50","420,00","421,35","416,35","6,48M","1,45%"
"26.12.2018","414,50","409,10","414,50","409,10","1,06M","1,34%"
"25.12.2018","409,00","411,00","411,30","401,85","1,86M","-1,21%"
"24.12.2018","414,00","414,90","419,20","412,45","1,49M","-0,24%"
"21.12.2018","415,00","412,90","416,30","405,05","3,70M","-0,14%"
"20.12.2018","415,60","414,00","416,80","410,10","3,35M","-0,62%"
"19.12.2018","418,20","407,00","418,20","406,50","3,99M","1,47%"
"18.12.2018","412,15","413,00","414,85","407,15","5,46M","-0,93%"
"17.12.2018","416,00","417,90","421,50","414,00","2,52M","-0,48%"
"14.12.2018","418,00","415,10","422,30","414,35","3,24M","0,54%"
"13.12.2018","415,75","423,00","423,00","414,00","4,86M","-1,48%"
"12.12.2018","422,00","426,05","428,05","419,15","4,55M","-0,83%"
"11.12.2018","425,55","428,50","429,50","421,50","3,68M","-0,69%"
"10.12.2018","428,50","437,00","441,00","424,30","4,02M","-2,39%"
"07.12.2018","439,00","429,40","442,05","429,15","5,14M","2,09%"
"06.12.2018","430,00","436,00","438,40","422,55","4,35M","-2,05%"
"05.12.2018","439,00","434,95","439,00","430,00","2,53M","0,00%"
"04.12.2018","439,00","434,00","440,55","433,25","3,08M","1,15%"
"03.12.2018","434,00","436,20","439,90","429,25","6,69M","2,58%"
